Player,Season,Age,Team,Comp,Nation,(+/-) / 90,MP,Min,90s played,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,Pkatt,PKm,PPM,onG,onGA,Recov/90,Min.y,Off,PKwon,PKcon,OG,Tkl/90,Tkl Won,Tkls in Def 3rd,Tkls in Mid 3rd,Tkls in Att 3rd,Tkl,Tkl Att,Tkl%,Lost,Blocks,Shots Blocked,Pass Blocked,Int,Tkl+Int,Clearances,Errors leading to shoot,Carries/90,TotDist Carried,PrgDist Carried,PrgC,Carries into final third,Carreis into 18yd,Succesful Received Passes,Progressive Passes Received,PassesCmp/90,Passes Attempted,Passes Cmp%,Key Passes,Key Passes Close to Goal,Passes into 18yd,CrsPA,Prg Passes,TotDist Passed,PrgDist Passed,Short Passes Cmp,Short Passes Att,Short Passes Cmp%,Medium Passes Cmp,Medium Passes Att,Medium Passes Cmp%,Long Passes Cmp,Long Passes Att,Long Passes Cmp%,Touches/90,Touches in Def Pen,Touches in Def 3rd,Touches in Mid 3rd,Touches Att 3rd,Touches in Att Pen,Live ball Touches,xG when on/90,xGA when on,xG+/-,MarketValue_2022,MarketValue in Millions,predicted_value,Residual,Def_score_raw,Prog_score_raw,Onball_score_raw,Creat_score_raw,Def_score,Prog_score,Onball_score,Creat_score,Def_pct,Prog_pct,Onball_pct,Creat_pct
Eberechi Eze,2022-2023,24,Crystal Palace,eng Premier League,eng ENG,0.1,38,2636,29.3,30,8,0,0.3,0.1,0.5,0.3,0,0,0,0,1.3,1.2,6.1,2636,0.1,0,0,0,1.4,0.8,0.6,0.6,0.2,0.6,1.3,47.4,0.7,0.8,0,0.8,0.4,1.9,0.3,0,30.4,171.3,81.9,2.4,1.9,1,34.1,4.4,31.5,40.2,78.4,1.9,3,1.2,0.1,4.5,481.6,133.2,18.1,20.7,87.5,10,12.1,83.3,2.3,5.1,45.3,51.7,0.7,7.2,25.1,20.6,2.9,51.7,1.1,1.1,0,30000000,30,23.898810480882418,6.1011895191175824,8,6.9,109.9,3,-0.05933585608032257,0.3263407338465593,-0.04749694691004484,0.5798277635978102,0.46204620462046203,0.6578657865786579,0.5005500550055005,0.746974697469747
Hakim Ziyech,2022-2023,29,Chelsea,eng Premier League,ma MAR,-0.1,18,661,7.3,6,12,13,0,0.4,0.4,0,0,0,0,0.1,0.8,1,6.3,661,0.4,0,0,0,2.7,1.6,1.6,0.7,0.4,0.5,1.2,44.4,0.7,1.1,0,1.1,0.7,3.4,0.7,0.1,41.3,204.9,89.5,2.7,2.3,1,48.2,9.4,35.1,54.5,64.5,1.9,2.7,2.6,1,5.7,574.9,213.8,20.2,23,87.6,11.2,18.1,61.7,3.3,9,36.4,68.8,1.6,10.1,25.1,34.2,2.3,68.8,1.1,1.3,-0.1,20000000,20,41.037180408506075,-21.037180408506075,9.7,8.4,99.6,3,0.6544477314489063,1.0017844058716592,-0.5615718699907077,0.5798277635978102,0.7271727172717272,0.845984598459846,0.30143014301430143,0.746974697469747
Isco,2022-2023,30,Sevilla,es La Liga,es ESP,-0.6,12,799,8.9,10,2,0,0,0.2,0.2,0,0,0,0,0.1,1,1.6,5.4,799,0.7,0,0,0,1.7,1,0.7,0.6,0.5,0.9,1.6,57.1,0.7,0.3,0,0.3,1.1,2.8,0.3,0,38.2,230.9,92.1,1.8,2.6,0.1,43.6,4.1,39,47,83,1.9,5.1,0.9,0,4.2,598.7,150.6,21.6,23.8,91,12.3,14,87.9,3,5.6,54,57.3,1,7.9,31,19.4,2.3,57.3,0.9,1.7,-0.8,9000000,9,7.052853338790106,1.947146661209894,8.2,6,122,2.8,0.02463868362899822,-0.07892546936850081,0.556416312242966,0.3377895687014764,0.5038503850385039,0.5005500550055005,0.7271727172717272,0.6567656765676567
Ismaël Bennacer,2022-2023,24,Milan,it Serie A,dz ALG,0.8,28,2007,22.3,24,4,1,0.1,0.1,0.2,0.1,0,0,0,0.1,1.7,0.9,8.3,2007,0,0,0,0,2.6,1.5,1.2,1.4,0.1,1.3,2.3,58.8,0.9,1.1,0.3,0.8,1.2,3.8,0.7,0,44.2,230.2,90.2,1.3,1.3,0.2,49.2,2.3,54.7,63.8,85.7,1.9,5.5,1.3,0.2,5.9,948.1,259.7,25.3,27.6,91.7,20.2,22.6,89.3,6.8,10.2,66.2,74.7,1.3,13.5,45.9,16.5,0.4,74.7,1.6,1,0.5,40000000,40,34.15065747837908,5.849342521620919,12.100000000000001,7.2,140.4,3.5,1.6621422079607604,0.4614294682515792,1.474763747649198,1.1849232508386442,0.9504950495049505,0.7040704070407041,0.9196919691969196,0.8767876787678768
Kike Barja,2022-2023,25,Osasuna,es La Liga,es ESP,0.1,27,1312,14.6,15,12,11,0.1,0.4,0.5,0.1,0,0,0,0.1,1.3,1.2,4.5,1312,0.5,0,0,0,1,0.6,0.4,0.3,0.3,0.5,1.6,33.3,1.1,0.5,0,0.5,0.3,1.3,0.2,0,31.5,216.4,102.8,4.2,1.9,1.2,34.2,12.7,21.7,33.4,64.9,1.9,0.9,1.7,1.2,2.4,345.3,82.6,11.9,14.8,80.6,6.6,10.5,62.7,2.1,4.5,46.2,46.2,0.4,4.5,13.7,28.3,3.8,46.2,1,1.3,-0.2,3000000,3,7.388383037895702,-4.388383037895702,5.8,6.6,86.60000000000001,2.9,-0.9830557928828546,0.191251999441539,-1.2104042971798925,0.45880866614964333,0.16721672167216722,0.6017601760176018,0.10561056105610561,0.7029702970297029
Lovro Majer,2022-2023,24,Rennes,fr Ligue 1,hr CRO,1,32,1668,18.5,18,14,1,0.1,0.3,0.4,0.1,0.1,0.1,0,0.1,1.8,0.9,7.7,1668,0.2,0.1,0,0,1.8,1.2,0.9,0.7,0.3,0.4,1.6,27.6,1.1,1.1,0.1,1.1,1.1,3,0.3,0.1,50.1,339.8,163.4,3.6,3.5,0.4,45.4,6.2,40.9,52.7,77.7,1.9,4.9,1.9,0.5,7.2,708.4,197.8,17.1,20.9,81.7,18,20.9,86.1,4,7,57.7,64,1,7.7,30.9,26.6,3.3,64,1.6,1.1,0.5,22000000,22,17.705343456415825,4.294656543584175,10.7,10.8,118.6,3.5,1.0743204299955118,2.0824942811118192,0.38672167743964025,1.1849232508386442,0.8602860286028603,0.9614961496149615,0.680968096809681,0.8767876787678768
Marko Pjaca,2022-2023,27,Empoli,it Serie A,hr CRO,-0.2,17,525,5.8,5,12,15,0,0,0,0,0,0,0,0.2,1.2,1.4,5.1,525,0.2,0,0,0,0.7,0.5,0.5,0.2,0,0.5,0.9,60,0.3,0.5,0,0.5,0.5,1.2,0.5,0,34.6,231.4,118.5,3.8,1.4,1.5,42,5.7,33.4,42.2,79.3,1.9,2.7,1.4,0.5,3.1,558.9,124.1,16.6,20.1,82.9,11.8,15.1,78.4,3.6,5.1,70,55,0.5,5.8,26.4,23.3,2.9,55,0.9,2,-1.1,3000000,3,-1.3917163756982038,4.391716375698204,6.3,6.9,112.69999999999999,2.8,-0.7731194436095519,0.3263407338465593,0.09225157586916348,0.3377895687014764,0.21672167216721672,0.6578657865786579,0.5577557755775577,0.6567656765676567
Mathias Autret,2022-2023,31,Auxerre,fr Ligue 1,fr FRA,-0.8,23,1290,14.3,16,7,12,0.1,0.1,0.3,0.1,0.1,0.1,0,0.1,1,1.8,5.1,1290,0.1,0,0,0,1.5,0.7,0.7,0.7,0.1,0.5,1.1,43.8,0.6,1,0.1,0.8,0.8,2.4,0.9,0,35.7,195.4,66.3,1.4,0.8,0.2,32.9,4,31.5,41.7,75.5,1.9,4.3,1.1,0.3,5.4,647.9,197.8,12,14.2,84.3,12.2,15.3,79.9,6.4,9.8,65.7,50.4,1.7,8.6,25.5,16.7,1.7,50.3,1,1.4,-0.4,1000000,1,-1.6131178502278534,2.6131178502278534,7.5,6.800000000000001,107,2.9,-0.2692722053536253,0.2813111557115528,-0.19223648835994034,0.45880866614964333,0.3773377337733773,0.6468646864686468,0.4444444444444444,0.7029702970297029
Moi Gomez,2022-2023,28,Osasuna,es La Liga,es ESP,-0.2,33,2453,27.3,28,5,1,0.1,0.1,0.2,0.1,0,0,0,0.1,0.8,1,6.5,2453,0,0,0,0,1,0.6,0.3,0.5,0.1,0.6,1.2,46.9,0.6,0.6,0.1,0.4,0.4,1.3,0.2,0,42.2,236.6,100.5,1.4,1.8,0.3,45.8,2.5,48.2,57.2,84.3,1.9,6.2,1.2,0.5,6.8,909.9,236.5,21.2,22.7,93.5,19.2,21.4,89.4,6.8,10.5,65,62.8,0.8,8.7,37.2,17.9,0.8,62.8,1,1.1,-0.1,8000000,8,9.419745649639633,-1.4197456496396335,7.8,8.2,132.5,2.9,-0.14331039578964375,0.9117252496016454,1.0804732726650004,0.45880866614964333,0.4136413641364136,0.823982398239824,0.8602860286028603,0.7029702970297029
Morgan Gibbs-White,2022-2023,22,2 Teams,eng Premier League,eng ENG,-0.7,37,3151,35,36,1,0,0.1,0.2,0.4,0.1,0.1,0.1,0,0,1.1,1.7,4.6,3151,0.2,0,0,0,0.8,0.4,0.3,0.2,0.3,0.4,1.1,35.1,0.7,0.7,0.1,0.6,0.4,1.3,0.5,0,23.6,134.8,66.4,2.1,1.9,0.6,28.1,4.8,21,33.5,62.6,1.9,2.3,1.2,0.1,4.1,338.1,122.1,11.4,15,76,6.1,8.6,70.7,2.6,6.8,38.2,44.7,0.6,5.3,19.4,20.8,2.3,44.7,1.1,1.6,-0.5,25000000,25,27.207326789769812,-2.2073267897698123,5.8999999999999995,6.199999999999999,83.6,3,-0.9410685230281942,0.011133686901512197,-1.3601348573004743,0.5798277635978102,0.17491749174917492,0.5269526952695269,0.0781078107810781,0.746974697469747
Moussa Diaby,2022-2023,23,Leverkusen,de Bundesliga,fr FRA,0.3,33,2699,30,33,0,0,0.3,0.3,0.6,0.3,0,0,0,0.1,1.6,1.3,2.9,2699,0.3,0,0,0,0.5,0.3,0.1,0.3,0.1,0.2,0.5,50,0.2,0.3,0,0.3,0.2,0.6,0.1,0,28.3,191.3,106,4.2,2.4,1.8,34.7,8.6,24.7,33.4,73.9,1.9,1.5,1.7,0.5,3.5,368.4,88.9,14.3,17.2,82.9,7.5,9.7,77.4,1.8,3.1,56.4,42.6,0.1,2.9,18,22.2,4.6,42.6,1.5,1.2,0.3,50000000,50,30.82701656936294,19.17298343063706,3.5,7.7,98.60000000000001,3.4,-1.948762999540047,0.6865773589266125,-0.6114820566975674,1.0639041533904772,0.020902090209020903,0.7711771177117712,0.2871287128712871,0.8514851485148515
Nicolò Barella,2022-2023,25,Inter,it Serie A,it ITA,0.7,35,2613,29,31,4,2,0.2,0.2,0.4,0.2,0,0,0,0.1,1.8,1.1,6.1,2613,0.3,0,0,0,1.7,0.9,0.6,0.9,0.2,1,1.8,52.8,0.9,1,0.2,0.8,0.4,2.1,0.4,0,43.2,252.4,118.1,2.6,2.4,0.3,49.1,5.6,45,55.1,81.6,1.9,5.2,1.7,0.5,7.4,734.3,229,23.6,26.6,88.5,16.7,19.4,86.2,3.5,6.1,57.6,65.2,1.5,10.4,33.1,22.6,2,65.2,1.8,0.9,0.9,70000000,70,35.879262776968076,34.120737223031924,8.2,10,126.6,3.7,0.02463868362899822,1.7222576560317657,0.7860031710945236,1.426961445734978,0.5038503850385039,0.9427942794279428,0.7887788778877888,0.9108910891089109
Pedri,2022-2023,19,Barcelona,es La Liga,es ESP,1.7,26,1976,22,22,4,0,0.3,0,0.3,0.3,0,0,0,0.1,2.1,0.4,6.1,1976,0.2,0,0,0,1.8,1,0.7,0.8,0.3,0.6,2,28.9,1.5,1.2,0,1.2,0.6,2.4,0.4,0,54.8,318.4,154.3,3.1,3.7,0.6,60.9,4.5,57,66,86.3,1.9,7.3,1.4,0.1,8.4,1025.5,226.2,26.1,28.8,90.8,22.1,24.9,88.8,7.5,9,82.8,75.3,0.6,7.3,43.5,25.4,2.7,75.3,2.2,0.8,1.4,100000000,100,49.612196850853095,50.387803149146905,8.5,11.5,143.3,4.1,0.15060049319298016,2.3977013280568658,1.6195032890990935,1.9110378355276445,0.5544554455445545,0.9801980198019802,0.9372937293729373,0.9482948294829483
Pedro Neto,2022-2023,22,Wolves,eng Premier League,pt POR,-0.7,18,964,10.7,13,5,3,0,0,0,0,0,0,0,0.1,0.7,1.4,4.8,964,0.2,0.1,0,0,1,0.6,0.4,0.2,0.5,0.7,1.6,41.2,0.9,0.5,0.1,0.4,0.4,1.4,0.4,0,30.3,221.5,110.3,3.5,2.2,1.7,33.9,10.4,26.5,35.9,74,1.9,1.2,0.8,0.4,2.2,421.7,96.6,15.4,17.4,88.7,7.7,11,70.3,2.5,5,50,48.3,0.6,5.7,15.5,27.8,4.3,48.3,1,1.3,-0.3,32000000,32,25.34261714873084,6.657382851269158,6.199999999999999,5.7,100.5,2.9,-0.8151067134642127,-0.2140142037735207,-0.5166527019545331,0.45880866614964333,0.21012101210121012,0.4521452145214521,0.30803080308030806,0.7029702970297029
Philipp Förster,2022-2023,27,Bochum,de Bundesliga,de GER,-0.3,25,1309,14.5,15,10,6,0.2,0.5,0.7,0.2,0,0,0,0.1,1.6,1.9,6.2,1309,0,0.1,0,0,2.1,1.3,0.8,1,0.3,0.8,2.8,30,1.9,1.5,0,1.5,0.4,2.5,0.4,0,21.5,114.8,53.3,1.3,1.2,0.2,26.6,3.2,27.1,37.5,72.2,1.9,3.5,1.1,0.4,4.3,440.1,158.8,15,17.3,86.9,8.4,11.6,72.2,2.8,5.9,47.7,47.7,0.8,5.5,24.1,18.6,1.6,47.7,1.2,1.6,-0.4,2000000,2,2.858008576357319,-0.8580085763573191,8.7,5.6,99.30000000000001,3.0999999999999996,0.23457503290230095,-0.2590437819085276,-0.576544926002765,0.7008468610459766,0.5852585258525853,0.43014301430143015,0.29812981298129815,0.7777777777777778
Rony Lopes,2022-2023,26,Troyes,fr Ligue 1,pt POR,-0.9,32,2346,26.1,29,3,1,0.3,0.2,0.5,0.3,0,0,0,0,1.1,2,4.3,2346,0,0,0,0,0.9,0.5,0.2,0.6,0.1,0.3,1.2,22.6,0.9,0.5,0.1,0.5,0.3,1.3,0.4,0,30.9,203.6,86.9,2.3,1.9,0.5,29,4.5,23.1,33.5,69.2,1.9,2.6,1.1,0.4,3.7,403.1,119.2,11,13.7,79.9,8.1,11,73.5,2.9,6,48.4,43.1,0.7,5.9,20.6,17.4,2.2,43.1,0.9,2,-1.2,4000000,4,8.93310153732375,-4.933101537323751,5.6,6,92.30000000000001,2.8,-1.0670303325921757,-0.07892546936850081,-0.925916232950788,0.3377895687014764,0.14521452145214522,0.5005500550055005,0.18041804180418042,0.6567656765676567
Rubén García,2022-2023,29,Osasuna,es La Liga,es ESP,-0.3,29,1159,12.9,11,18,4,0.2,0.2,0.3,0.2,0,0,0,0.1,0.7,1,5.5,1159,0.1,0,0,0,1.6,0.9,0.9,0.3,0.3,0.5,1.9,29.2,1.3,1.1,0.1,1,0.9,2.5,1,0,29.9,137.7,51,1.2,1,0.2,36.1,7.1,31.9,44,72.5,1.9,1.8,1,0.2,3.1,535.4,140.6,17.3,19.7,87.8,9,12.3,73.4,4.1,8.6,47.7,55.2,1.4,7.8,21.5,26.3,2,55.2,0.9,1.1,-0.2,125000,0.125,2.9488778036606593,-2.8238778036606593,8,4.3,104.4,2.8,-0.05933585608032257,-0.8444282976636142,-0.32200297379777715,0.3377895687014764,0.46204620462046203,0.19801980198019803,0.38833883388338836,0.6567656765676567
Son Heung-min,2022-2023,30,Tottenham,eng Premier League,kr KOR,0.1,36,2888,32.1,33,3,0,0.3,0.2,0.5,0.3,0,0,0,0,1.8,1.7,3.4,2888,0.6,0,0,0,0.7,0.4,0.2,0.2,0.3,0.3,0.9,30,0.7,0.7,0.1,0.7,0.4,1.2,0.2,0,22.7,153.5,73.5,2.6,1.9,1,26.8,6.1,21.2,28.3,74.8,1.9,1,1,0.2,2.5,290.3,78.1,12.8,14.9,86,6,7.8,76.7,1.1,2.8,40,37.9,0.4,4.5,14.2,20,3.3,37.9,1.5,1.3,0.2,70000000,70,42.607650064372166,27.392349935627834,4.6,5.1,96,3.4,-1.4869030311387812,-0.48419167258356094,-0.7412485421354049,1.0639041533904772,0.07590759075907591,0.3355335533553355,0.23542354235423543,0.8514851485148515
Thomas Lemar,2022-2023,26,Atlético Madrid,es La Liga,fr FRA,1.2,27,1252,13.9,17,10,2,0.1,0.2,0.3,0.1,0,0,0,0.1,1.9,0.7,5.4,1252,0.1,0,0,0,2.2,1.3,0.7,0.9,0.5,0.7,2,35.7,1.3,0.9,0.2,0.6,0.5,2.7,0.9,0,43.6,227.5,116.5,2.6,2.6,0.2,53.5,5.7,49.6,58.5,84.8,1.9,4.9,1.6,0.4,5.8,729.6,199.2,29,31.3,92.9,14.5,17.1,84.9,3.7,5.9,63.4,67.3,1.2,10.6,34.7,22.7,1.7,67.3,1.5,0.8,0.7,30000000,30,24.607080884181666,5.392919115818334,8.100000000000001,8.4,134.4,3.4,-0.01734858622566143,1.0017844058716592,1.1753026274080354,1.0639041533904772,0.4961496149614962,0.845984598459846,0.8778877887788779,0.8514851485148515
Alexis Sánchez,2022-2023,33,Marseille,fr Ligue 1,cl CHI,0.8,35,2679,29.8,32,3,2,0.5,0.1,0.6,0.4,0.1,0.1,0,0.1,1.7,0.9,2.8,2679,0.9,0,0,0,0.9,0.6,0.2,0.5,0.2,0.1,0.8,12.5,0.7,0.5,0,0.5,0.2,1.1,0.2,0,31.9,165.2,47,1.4,0.8,0.7,32.3,7.8,22.9,31.4,72.9,1.8,2.2,2.2,0.2,4.3,386.3,93.2,10.8,14.3,75.1,8,10.3,77.8,2.6,3.5,72.4,41.5,0.2,2.3,17.2,22.3,4.9,41.4,1.7,1.1,0.7,4500000,4.5,15.00496467550985,-10.50496467550985,3.9,5.699999999999999,95.80000000000001,3.5,-1.7808139201214048,-0.2140142037735211,-0.7512305794767764,1.1849232508386442,0.036303630363036306,0.44774477447744776,0.22882288228822883,0.8767876787678768
Brais Méndez,2022-2023,25,Real Sociedad,es La Liga,es ESP,0.6,34,2407,26.7,28,6,1,0.3,0.1,0.4,0.3,0,0,0,0.1,1.5,0.9,4.7,2407,0.1,0,0,0,2.2,1.3,0.7,1.1,0.4,0.9,2.4,37.5,1.5,1,0.1,0.9,0.4,2.6,0.5,0,33.1,140.4,61.8,1.5,1.6,0.2,40.9,5.2,37.8,49.1,77,1.8,3.4,1.1,0.1,5.1,601.3,157.1,20.4,23.1,88.3,11.3,14.3,79.1,4.1,7.7,53.4,60.1,0.9,6.4,29,25.2,2.2,60.1,1.4,0.8,0.6,30000000,30,32.88132407548951,-2.881324075489509,7.300000000000001,6.6,114.8,3.2,-0.35324674506294607,0.191251999441539,0.19706296795357078,0.821865958494144,0.35313531353135313,0.6017601760176018,0.605060506050605,0.8030803080308031
Daniel Podence,2022-2023,26,Wolves,eng Premier League,pt POR,-0.9,32,1771,19.7,20,12,3,0.3,0,0.3,0.3,0,0,0,0,0.7,1.6,4.4,1771,0.2,0,0,0,1.4,0.9,0.7,0.5,0.3,0.3,1.6,18.8,1.3,1,0,1,0.4,1.7,0.3,0,26.8,135.7,62.5,2.2,1.4,1,31.6,7.5,22.6,33.7,67.1,1.8,1.8,2,0.4,4.8,374.1,117.4,11.5,15.3,75.4,7.1,10.6,67,2.6,4.6,56.7,45.2,0.6,6.1,16.7,23.2,3.6,45.2,1.1,1.4,-0.4,20000000,20,26.82215670338776,-6.822156703387758,6.1000000000000005,7,89.69999999999999,2.9000000000000004,-0.8570939833188727,0.3713703119815658,-1.0556827183886262,0.45880866614964383,0.2079207920792079,0.6644664466446645,0.14411441144114412,0.7304730473047305
Darko Lazovi?,2022-2023,31,Hellas Verona,it Serie A,rs SRB,-0.5,30,2242,24.9,27,3,0,0.2,0.2,0.4,0.2,0,0,0,0,0.9,1.4,5.7,2242,0.4,0,0,0,1,0.5,0.4,0.5,0.1,0.5,1.2,44.8,0.6,0.6,0.1,0.4,0.6,1.6,0.8,0,21.8,135.1,78,2.9,1.5,0.8,24.9,6.7,20.8,33.6,61.8,1.8,2,1.4,0.6,3.3,355.1,150.1,10,12.7,78.2,8,11.7,68.4,2.2,6.1,36.2,42.2,1,7.9,16.5,18.5,2.7,42.2,1,1.3,-0.3,2500000,2.5,6.362515422979797,-3.862515422979797,7.300000000000001,6.199999999999999,82.6,2.8,-0.35324674506294607,0.011133686901512197,-1.4100450440073349,0.3377895687014764,0.35313531353135313,0.5269526952695269,0.06930693069306931,0.6567656765676567
Dimitri Liénard,2022-2023,34,Strasbourg,fr Ligue 1,fr FRA,-0.4,28,1543,17.1,18,10,3,0,0,0,0,0,0,0,0.1,1,1.4,7.1,1543,0.2,0,0,0,2.7,1.7,1.2,1,0.5,2,3.3,59.6,1.3,1.6,0.2,1.4,0.9,3.6,1.4,0,42.8,217.3,88.4,1.4,2.3,0.1,38.7,6.5,42.5,57.3,74.1,1.8,2.9,1.5,0.5,3.9,798.6,234,17.4,20.2,86.2,17.4,21.7,80.4,6.2,13.1,47.3,68.2,2,17,30,22.1,0.5,68.2,1.1,1.7,-0.5,600000,0.6,-0.7907809679865849,1.390780967986585,10.7,5.3,116.6,2.9000000000000004,1.0743204299955118,-0.3941325163135475,0.2869013040259194,0.45880866614964383,0.8602860286028603,0.3718371837183718,0.6402640264026402,0.7304730473047305
Dwight McNeil,2022-2023,22,Everton,eng Premier League,eng ENG,-0.7,36,2498,27.8,28,8,2,0.3,0.1,0.4,0.3,0,0,0,0,0.9,1.7,6.3,2498,0,0,0,0,2.3,1.5,1.3,0.5,0.5,1,2.3,41.5,1.4,1.7,0.3,1.4,1.1,3.4,1.5,0,26.6,195.7,77.2,2.7,1.6,0.6,27.5,4.6,23.6,35.6,66.5,1.8,1.6,1,0.5,2.5,406.7,136.8,12.1,14.1,85.7,7.5,10,74.8,3.1,7.6,41,48.9,1.9,9.6,18.2,22.1,2.2,48.9,1.3,1.8,-0.5,18000000,18,25.305475563324613,-7.305475563324613,9.7,5.2,90.1,3.1,0.6544477314489063,-0.43916209444855403,-1.0357186437058816,0.7008468610459772,0.7271727172717272,0.3564356435643564,0.15181518151815182,0.7898789878987899
Gabriel Strefezza,2022-2023,25,Lecce,it Serie A,br BRA,-0.4,35,2442,27.1,30,5,0,0.3,0.1,0.4,0.2,0.1,0.1,0,0,0.9,1.3,4.9,2442,0,0,0,0,1.8,0.9,0.7,0.7,0.4,1,2,50.9,1,1.3,0.1,1.2,0.6,2.4,0.6,0,30.9,184.2,82.6,2.6,2.1,0.7,34.5,6.5,20.4,32.7,62.4,1.8,2.4,1.6,0.6,3.9,367.2,113.6,10.2,13,78.8,6.3,9.5,65.9,3.2,7.2,44.4,47.4,0.5,4.8,19.6,23.9,2.5,47.2,0.9,1.1,-0.2,8500000,8.5,9.167805119547117,-0.6678051195471166,7.300000000000001,6.5,82.8,2.7,-0.35324674506294607,0.14622242130653249,-1.4000630066659625,0.21677047125331006,0.35313531353135313,0.583058305830583,0.07150715071507151,0.6072607260726073
Giacomo Raspadori,2022-2023,22,Napoli,it Serie A,it ITA,0.9,25,911,10.1,10,15,7,0.2,0.2,0.4,0.2,0,0,0,0.2,1.7,0.8,3.1,911,0.1,0,0,0,1,0.8,0,0.6,0.4,0.4,1,40,0.6,0.9,0,0.9,0.4,1.4,0.4,0,34.4,140.7,53.2,1.3,1,0.5,44,8.7,34.4,44.7,77,1.8,2,1.3,0.1,3.3,546.8,108.5,17.8,20.8,85.3,11.4,13.7,82.7,3,6,49.2,57,0.4,4.9,23.5,28.6,5.4,57,1.6,0.9,0.8,35000000,35,31.24236933457389,3.7576306654261096,4.5,4.6,111.4,3.4000000000000004,-1.5288903009934416,-0.7093395632585943,0.027368333150245783,1.0639041533904778,0.06820682068206821,0.24422442244224424,0.5313531353135313,0.8679867986798679
Jack Harrison,2022-2023,25,Leeds United,eng Premier League,eng ENG,-0.7,36,2708,30.1,34,2,1,0.2,0.2,0.4,0.2,0,0,0,0,1.2,1.8,5.8,2708,0.1,0,0,0,1.4,0.6,0.2,0.5,0.7,0.4,1.7,23.1,1.3,1.6,0.1,1.5,0.7,2.1,0.8,0,31.9,175.2,85.9,3.4,1.9,0.8,34.5,8.5,24.3,38.2,63.7,1.8,1.9,1.7,0.7,3.4,358.1,136.8,14.7,18.1,81.4,6.3,10.5,59.8,2,5.5,36.4,51.7,1,6.4,18.2,27.8,2.7,51.7,1.2,1.7,-0.4,25000000,25,19.51762930914831,5.482370690851688,7.9,6.8,88,3,-0.10132312593498297,0.2813111557115524,-1.1405300357902883,0.5798277635978102,0.44334433443344334,0.6391639163916392,0.11991199119911991,0.746974697469747
João Moutinho,2022-2023,35,Wolves,eng Premier League,pt POR,-0.8,31,1780,19.8,20,11,2,0,0.1,0.1,0,0,0,0,0.1,0.6,1.4,5.4,1780,0.1,0,0,0,2.6,1.5,1.2,1.1,0.3,1,2.3,41.3,1.4,1.1,0.3,0.8,0.9,3.5,1,0,31.1,129.1,68.3,1.2,1.2,0,38.9,1.6,43,53.4,80.4,1.8,5.3,1.2,0.2,6.7,791.2,208.5,16.3,18.3,89.2,20.8,24.3,85.8,4.6,7.4,61.9,61.6,2.1,12.3,33.3,16.4,0.8,61.6,1,1.4,-0.4,1500000,1.5,19.825237334936052,-18.325237334936052,8.9,7.9,123.4,2.8,0.3185495726116225,0.7766365151966259,0.6262905736325708,0.3377895687014764,0.6160616061606161,0.7887788778877888,0.7425742574257426,0.6567656765676567
Karim Adeyemi,2022-2023,20,Dortmund,de Bundesliga,de GER,1.6,24,1386,15.4,20,4,1,0.4,0.3,0.7,0.4,0,0.1,0.1,0.1,2.7,1.1,4.3,1386,0.1,0,0,0,1,0.7,0.4,0.4,0.3,0.5,1.9,26.7,1.4,1.2,0.1,1.1,0.5,1.5,0.2,0,29.5,205.4,96.7,3.2,2.1,1.4,31,8.5,21.8,29.7,73.3,1.8,1.1,1.6,0,3.1,286.3,83,12.8,15.8,81.1,6.3,8.1,77.6,0.8,1.8,48.1,43.9,0.7,4.4,15.6,24.9,4.2,43.8,2.1,1.1,1,35000000,35,34.25255639309834,0.7474436069016619,5.8,6.300000000000001,95.1,3.9000000000000004,-0.9830557928828546,0.0561632650365195,-0.7861677101715796,1.6689996406313117,0.16721672167216722,0.5566556655665567,0.22002200220022003,0.9394939493949395
Kelechi Iheanacho,2022-2023,25,Leicester City,eng Premier League,ng NGA,-0.5,28,1127,12.5,11,17,7,0.4,0.4,0.8,0.3,0.1,0.1,0,0.1,1.4,1.8,2.4,1127,1,0,0,0,0.6,0.2,0,0.2,0.3,0.2,0.8,30,0.6,0.7,0.1,0.6,0,0.6,0.6,0,23.4,132.6,57.8,2.6,1,1.4,30.3,7.9,18.8,25.2,74.7,1.8,1.7,0.6,0,2.2,243.5,48.1,12.5,15.1,82.5,4.3,5.4,80.6,0.9,1.8,50,37.1,0.8,2.2,15.7,19.5,4.6,37,1.8,1.8,0,17000000,17,27.870880298303923,-10.870880298303923,3,4.800000000000001,93.5,3.6,-2.1586993488133497,-0.6192804069885804,-0.866024008902556,1.305942348286811,0.009900990099009901,0.2915291529152915,0.19691969196919692,0.8998899889988999
